tpnb
50502436
54550994
50502269
81017537
58175124
82008466
65728590
50962213
74848612
57810642
75341714
50503297
77454543
81026555
51658215
54550913
50652534
82873120
58999606
50501604
81003853
54169392
77453861
51588476
50962501
76297275
77091234
52251648
52260983
54550971
53542320
67292426
50503464
77091021
67292426
51252015
81866107
77091188
77427870
78538719
63091019
81004086
57431537
50502413
53409698
55955358
54270196
50550228
81003974
51332969
50502874
58999595
51540607
50945326
54746607
53765027
50686413
52540911
64639489
51439976
78539177
56367085
52607839
75531167
78922224
50436687
80964730
81017670
81004604
50504780
54795174
51738328
51543627
50507235
77091643
70708226
53725298
55711906
51204966
60584432
50507984
50621865
57257185
62111500
51285074
50328660
57690448
81018035
64028383
53337955
62496736
50687527
50762444
50314895
74848508
60504459
50257017
80964298
50193397
55723702
50994601
54169599
51790748
51666240
50841754
52508945
50174648
50502799
54905230
51743114
54303406
78747040
50503314
58987592
78923044
51666188
51875194
64639116
75531109
81004691
50501610
81017192
54962414
60392526
51148744
52666031
52584415
77358657
81006055
66803326
67986118
51421294
50934973
50990542
50908008
51338122
53329003
80964344
64083120
51006890
77091314
56373768
54295754
60899745
57488510
52251464
54169403
50869952
55546756
51220877
80964626
51627961
59499119
75035870
51202093
61228462
50549611
57120272
54905247
81017290
64097835
50390912
50020522
78619929
51577823
76297413
79676565
81202698
76297384
51658221
51349126
51353253
73049747
57094267
60899647
74567783
57943185
58683790
53531068
51718272
59361991
51728703
72367199
53061382
53676386
77091332
50649308
59541801
50502822
50606947
72503471
81655927
50613218
50191088
50264481
77965664
50461944
62309405
56752717
52466204
50183708
50501316
79295468
65228012
57831450
53489786
52668340
50608749
50342538
52842456
50470392
52850544
51933448
50852666
53786152
52842456
51627805
51579153
51592804
81828384
64640694
67044636
50060733
53566804
55747841
54526540
81828770
51737750
53606447
50769961
53828870
82683402
52830608
50750913
81036094
80729687
50043351
53437606
60983789
50989809
51628292
50735886
64760004
53254753
60547189
76236849
63221869
51902952
50921268
50061029
51453653
53546569
63244433
50826744
51338329
81004783
50965515
63311757
55760507
50508107
55608119
50282902
51540688
78538777
70708134
79294244
50915691
58207497
50623419
52474914
50862366
50364967
75872454
74668272
56293578
50065906
63739482
